GAME_ID,PLAYER_ID,FGM,FGA,FG3M,FG3A,PTS,PLUS_MINUS
20500630,2210,8,16,0,2,23,0
20500630,2751,2,6,0,0,7,5
20500628,101189,2,4,0,0,4,12
20500628,2030,6,11,0,0,16,-9
20500629,2239,5,9,0,0,10,-2
20500629,1503,6,19,1,5,19,0
20500627,2547,6,13,0,0,21,-20
20500627,101106,6,10,0,0,14,22
20500626,2406,6,21,0,0,12,-12
20500626,2736,6,13,0,1,15,8
20500623,1899,2,7,2,6,7,-6
20500623,1908,4,15,2,8,12,-2
20500622,2730,3,9,0,0,10,11
20500622,1508,3,6,0,0,6,-9
20500621,1903,5,10,0,0,12,-15
20500621,1718,7,16,0,4,18,10
20500620,2544,12,23,1,2,30,4
20500620,101122,8,11,3,4,21,-2
20500619,1890,6,13,0,2,15,-8
20500619,2746,2,5,0,0,6,-8
20500624,2203,2,5,1,2,5,-12
20500624,2419,6,13,0,3,16,7
20500616,2045,9,15,2,3,25,-1
20500616,2422,2,4,1,1,5,0
20500617,1890,6,13,0,1,19,13
20500617,1899,5,8,5,7,16,-2
20500618,2572,3,9,0,1,6,-2
20500618,1740,10,15,4,4,36,8
20500611,1887,7,20,0,3,15,-11
20500611,2203,6,11,1,1,13,26
20500615,1717,7,18,1,1,18,-8
20500615,2211,9,15,1,2,22,2
20500614,2210,5,14,0,0,15,-22
20500614,2624,4,7,0,0,8,22
20500613,2546,10,22,0,3,26,5
20500613,2751,2,3,0,0,4,8
20500612,1740,6,11,1,2,16,15
20500612,1905,9,21,1,4,24,-16
20500609,1477,2,8,1,6,6,23
20500609,2046,2,9,0,0,4,-18
20500610,1908,4,9,3,7,11,-21
20500610,436,5,9,0,0,12,11
20500608,2250,6,11,2,3,14,4
20500608,2419,2,8,0,1,4,-6
20500607,101128,4,13,0,3,9,2
20500607,2047,3,12,3,7,9,-5
20500606,2406,2,12,0,1,4,3
20500606,1718,10,18,0,2,25,4
20500604,2736,5,10,0,0,11,6
20500604,147,2,5,0,1,13,-14
20500605,2544,11,22,1,5,38,10
20500605,2746,4,5,0,0,8,-1
20500598,101128,6,10,1,3,13,-11
20500598,2422,4,6,1,2,9,10
20500599,1890,11,21,2,5,26,-4
20500599,2045,12,17,2,3,30,5
20500600,101122,4,8,1,2,12,-30
20500600,2544,7,21,2,5,23,33
20500601,2203,4,7,2,4,12,-17
20500601,1899,2,8,1,5,5,7
20500602,2419,4,9,1,2,15,33
20500602,1887,3,8,1,1,13,-31
20500603,1908,6,11,1,3,15,-19
20500603,1477,3,7,1,2,8,16
20500597,1882,11,18,0,0,28,-2
20500597,2211,7,16,1,3,16,2
20500596,2210,11,20,0,3,32,-10
20500596,1905,6,12,1,3,21,18
20500595,2547,6,14,0,2,18,-9
20500595,2030,9,18,0,1,25,6
20500594,436,6,13,0,0,12,-4
20500594,101106,3,7,0,0,10,-3
20500593,2046,3,10,0,1,8,-24
20500593,1718,4,13,0,4,16,14
20500592,1536,8,16,1,4,21,-12
20500592,2746,0,4,0,0,1,-7
20500588,1503,17,33,2,5,43,1
20500588,2419,2,8,1,3,9,0
20500583,2546,4,19,0,1,20,0
20500583,1477,1,6,1,3,3,-1
20500585,2422,0,4,0,0,0,-19
20500585,1887,7,16,1,3,18,-13
20500584,2203,1,3,0,1,5,7
20500584,2406,5,12,0,0,16,-1
20500586,2399,3,11,0,3,9,-11
20500586,2624,4,10,0,0,11,11
20500587,978,7,19,3,8,19,-29
20500587,1899,2,9,1,6,6,14
20500589,1740,6,12,1,2,17,-4
20500589,1952,10,17,7,11,31,2
20500590,2572,6,14,0,0,13,0
20500590,2751,0,2,0,0,4,8
20500591,2547,7,15,0,0,18,-15
20500591,2198,1,5,0,0,3,0
20500581,1908,6,10,1,3,18,4
20500581,101106,6,9,0,0,15,20
20500582,2544,19,35,4,8,51,19
20500582,1905,6,14,0,2,19,-21
20500577,978,4,16,2,8,14,-13
20500577,2045,8,17,0,2,22,12
20500580,2736,0,5,0,0,4,-8
20500580,1536,5,15,2,6,21,-9
20500578,2046,7,13,0,0,16,14
20500578,101135,3,4,0,0,6,-6
20500579,1718,5,13,1,3,20,-17
20500579,2210,2,6,0,2,10,15
20500565,2046,3,11,0,0,9,-8
20500565,2406,11,20,0,0,24,16
20500566,2250,8,10,2,3,25,0
20500566,2746,3,13,0,0,9,-8
20500567,2210,5,14,0,1,16,3
20500567,1718,7,16,3,6,25,2
20500568,2052,5,13,0,0,12,7
20500568,2774,1,4,0,0,3,-9
20500569,1477,3,10,1,4,10,9
20500569,1899,0,2,0,0,0,3
20500570,1536,5,14,0,2,12,-9
20500570,1887,4,13,0,2,20,5
20500571,1503,13,29,2,4,35,5
20500571,2736,9,17,1,1,19,-3
20500572,2246,2,11,0,3,5,-16
20500572,2030,6,13,0,1,16,15
20500573,1904,2,7,0,1,6,-15
20500573,2564,4,8,0,0,9,-3
20500574,2572,4,11,1,2,9,23
20500574,2624,2,3,0,0,4,2
20500575,2400,7,8,0,0,16,-13
20500575,2211,5,9,1,2,16,9
20500576,2547,6,14,0,0,29,20
20500576,1740,9,14,3,3,25,-13
20500564,2203,1,7,0,3,2,5
20500564,2422,0,0,0,0,2,-6
20500563,1885,7,15,1,5,16,3
20500563,978,4,12,1,7,13,1
20500562,2419,7,13,4,6,18,30
20500562,101112,7,15,0,0,15,-17
20500550,2210,4,16,1,2,20,22
20500550,2422,3,4,0,0,6,-9
20500551,2419,2,12,1,3,7,26
20500551,2746,3,9,0,0,7,-18
20500552,2406,6,18,2,4,18,-5
20500552,2045,4,11,1,2,10,11
20500553,2774,1,3,0,0,2,0
20500553,101122,1,3,0,2,2,-5
20500554,1887,8,16,0,5,22,1
20500554,1718,8,17,4,6,25,6
20500555,224,3,11,2,7,9,-5
20500555,2046,2,6,0,0,8,-2
20500556,213,7,10,0,0,16,13
20500556,2736,4,10,1,3,12,1
20500557,1717,10,14,4,4,29,30
20500557,101129,5,15,2,5,16,-25
20500558,2250,1,5,0,2,2,-4
20500558,1477,1,1,0,0,2,-6
20500559,2544,7,20,2,6,24,-3
20500559,2030,3,16,0,0,16,-4
20500560,101121,2,3,0,0,4,-14
20500560,2751,6,10,0,1,18,6
20500561,2564,3,8,0,0,6,5
20500561,2624,4,7,0,0,9,-6
20500549,1890,9,16,2,6,25,-24
20500549,101128,7,15,2,6,21,23
20500548,2050,5,12,1,3,12,-11
20500548,1905,8,13,0,1,18,13
20500547,2617,5,10,0,0,13,1
20500547,2198,1,3,0,0,2,2
20500541,101122,1,4,0,0,2,2
20500541,2210,4,13,0,1,11,7
20500540,2030,9,20,0,0,22,10
20500540,2736,4,13,0,0,8,-1
20500546,101106,2,5,0,0,5,-17
20500546,2572,7,17,0,0,21,17
20500543,1905,6,19,2,6,17,-21
20500543,2733,1,5,0,0,2,-3
20500542,1718,8,16,0,3,21,-17
20500542,2419,6,10,1,3,13,-4
20500545,1477,2,8,1,4,5,-5
20500545,2203,3,6,0,2,11,2
20500539,1763,0,1,0,1,0,-12
20500539,2746,3,7,0,1,7,18
20500537,2594,0,7,0,4,0,-20
20500537,2406,9,13,1,1,23,24
20500536,708,7,13,0,0,24,0
20500536,213,2,4,0,0,4,-9
20500538,2046,2,7,0,0,11,18
20500538,2774,3,12,0,1,10,-1
20500544,2209,3,7,2,4,8,-21
20500544,2211,4,11,1,4,12,10
20500533,101135,6,9,0,0,15,-23
20500533,101121,4,9,0,2,8,13
20500534,255,8,17,0,0,18,-13
20500534,101128,1,7,1,6,4,4
20500535,2544,10,26,1,5,29,12
20500535,2751,3,6,0,0,6,-13
20500528,2203,1,3,0,1,2,-4
20500528,1477,1,2,1,2,6,-10
20500532,2198,7,11,0,0,18,7
20500532,2211,5,12,0,2,12,-7
20500531,1740,6,11,1,4,22,-14
20500531,2733,2,5,0,0,4,21
20500530,2544,18,28,5,8,46,-5
20500530,2564,8,11,0,0,18,13
20500529,1899,6,12,5,8,17,6
20500529,1905,8,13,2,4,25,-10
20500522,2406,8,19,0,3,23,4
20500522,2746,4,6,0,0,9,-9
20500527,1713,6,17,0,2,17,-27
20500527,2572,11,17,0,0,29,32
20500526,2046,6,9,0,0,16,16
20500526,101129,7,17,2,4,18,-9
20500525,2546,13,20,0,3,38,6
20500525,101106,5,7,0,0,13,-14
20500524,979,3,7,0,0,12,-4
20500524,2736,6,11,0,0,12,4
20500523,2774,5,9,0,0,11,-16
20500523,2419,6,14,2,2,16,3
20500518,2755,3,5,0,1,6,-3
20500518,2046,3,13,0,0,12,5
20500521,2617,4,7,0,0,9,-12
20500521,1740,10,21,2,5,33,-11
20500520,2045,12,18,2,6,27,-1
20500520,2751,1,4,0,0,4,-1
20500519,2546,8,18,2,2,21,-13
20500519,1887,11,20,3,6,28,17
20500517,1713,5,18,0,3,14,-18
20500517,2203,5,7,1,1,11,15
20500516,1718,4,20,2,4,18,-13
20500516,2594,4,11,4,9,12,-3
20500515,2250,7,14,1,3,20,14
20500515,2774,5,13,0,1,12,0
20500513,2406,9,20,2,2,24,8
20500513,101122,2,5,1,1,5,-11
20500514,1733,7,15,0,3,18,-9
20500514,213,2,4,0,0,6,7
20500510,2419,5,11,0,1,13,2
20500510,1477,2,4,0,0,4,-17
20500511,2211,3,13,0,3,8,-16
20500511,2564,10,14,0,0,20,17
20500512,2400,7,11,0,0,15,5
20500512,2198,3,7,0,0,8,4
20500506,1903,7,9,0,0,14,9
20500506,436,9,22,0,0,24,-5
20500509,2617,3,7,0,0,6,10
20500509,2211,2,7,0,2,7,1
20500508,2730,4,9,0,0,13,-6
20500508,1740,12,18,4,5,45,16
20500507,1885,6,8,0,2,15,-13
20500507,2751,2,4,0,0,4,-2
20500503,2572,9,13,0,0,18,-10
20500503,213,4,8,0,0,11,9
20500505,2736,3,7,0,0,7,-6
20500505,1887,6,12,2,2,25,9
20500504,2250,3,5,1,2,11,-15
20500504,101122,2,4,1,2,8,-5
20500502,2746,3,9,0,0,9,-20
20500502,2406,7,13,0,1,14,10
20500501,1905,7,11,1,3,23,0
20500501,2594,3,10,1,5,9,-4
20500500,2774,1,3,0,0,6,-2
20500500,101121,0,2,0,0,1,-4
20500496,2419,5,9,2,2,12,18
20500496,2046,5,12,0,0,10,-17
20500499,2052,6,10,1,1,13,-13
20500499,1749,5,18,0,1,18,8
20500498,2564,7,14,0,1,15,1
20500498,2035,2,6,1,4,5,-8
20500497,1713,11,29,3,3,34,0
20500497,1477,3,5,1,3,9,-8
20500493,1763,0,5,0,0,0,-12
20500493,2774,3,6,0,0,7,0
20500495,978,7,16,3,7,19,-16
20500495,2203,6,9,2,4,15,6
20500494,708,6,13,0,0,14,5
20500494,101106,3,8,0,0,7,0
20500492,213,0,2,0,0,0,-12
20500492,2544,14,31,0,7,36,-2
20500491,1718,10,17,3,7,27,17
20500491,2746,4,7,0,0,10,9
20500486,2209,5,15,1,7,15,-2
20500486,2594,5,9,5,9,17,8
20500487,1905,6,9,0,0,17,5
20500487,2406,4,13,0,1,16,-15
20500488,2572,1,8,0,1,7,-10
20500488,2744,1,7,0,0,3,-6
20500489,2547,12,19,0,1,26,-9
20500489,2736,6,9,2,3,21,4
20500490,979,8,21,0,1,24,-8
20500490,2198,4,7,0,0,9,-7
20500484,101122,5,11,1,2,14,7
20500484,978,4,10,2,3,12,-27
20500485,1899,4,6,4,6,12,22
20500485,2566,4,9,0,2,12,-14
20500482,1740,6,20,2,8,19,8
20500482,213,0,1,0,0,0,-7
20500483,2546,7,17,1,3,19,1
20500483,2031,7,16,0,0,17,0
20500481,2210,0,0,0,0,0,-3
20500481,2050,3,7,1,3,7,-1
20500477,2200,6,12,0,0,15,-30
20500477,2736,3,7,0,0,6,31
20500472,1718,5,12,2,5,23,-1
20500472,2406,6,17,2,2,20,2
20500480,1885,3,7,1,1,9,8
20500480,1749,12,18,2,2,36,-7
20500478,1887,9,18,3,7,25,-4
20500478,2572,5,12,0,0,15,14
20500479,1477,0,4,0,0,0,-6
20500479,2564,6,12,0,0,18,1
20500476,2250,3,7,1,2,8,6
20500476,2544,14,22,3,7,35,4
20500475,1905,8,18,3,5,24,10
20500475,2419,5,12,1,4,14,1
20500474,2222,4,7,0,0,12,-11
20500474,2052,7,11,0,0,16,17
20500473,2046,2,9,0,0,7,-6
20500473,2746,5,6,0,1,12,14
20500464,1905,8,14,0,1,20,-7
20500464,2203,5,9,0,2,12,9
20500471,2594,3,9,2,6,12,-17
20500471,2198,2,4,0,0,4,7
20500469,1749,5,13,0,0,14,-5
20500469,978,6,15,0,3,19,12
20500468,2572,8,15,0,1,18,9
20500468,2030,3,9,0,0,6,-11
20500467,2736,3,6,0,0,13,8
20500467,101106,5,7,0,0,11,-14
20500466,1887,6,12,1,2,15,-6
20500466,1477,6,8,1,1,14,9
20500461,255,5,13,0,0,14,-6
20500461,2210,6,11,0,2,15,0
20500463,1740,12,23,0,5,27,-14
20500463,2419,9,20,0,3,21,14
20500460,1733,10,18,3,5,28,8
20500460,2744,6,7,0,0,17,-7
20500459,1503,15,31,1,5,37,-21
20500459,101121,1,7,1,2,5,3
20500465,1739,5,13,0,0,12,11
20500465,2046,2,7,0,0,8,3
20500470,1899,1,7,0,4,2,-22
20500470,2564,5,12,0,1,14,21
20500462,1712,8,17,1,2,22,-25
20500462,213,3,5,0,0,6,2
20500457,1503,14,29,0,5,34,14
20500457,2544,13,19,3,7,32,-10
20500458,1506,6,14,3,6,17,3
20500458,2211,3,11,1,2,8,-5
20500452,2572,6,10,0,1,14,-14
20500452,1887,8,14,0,2,20,11
20500455,101122,6,8,0,1,12,-15
20500455,2030,6,11,0,0,16,14
20500454,2566,5,10,0,0,10,-31
20500454,1477,2,5,2,3,6,14
20500453,1740,6,14,1,3,21,3
20500453,2550,5,15,2,5,16,-3
20500456,2594,5,13,1,3,11,-34
20500456,2564,1,7,0,0,2,21
20500450,2400,8,10,0,0,18,-12
20500450,101106,6,9,0,0,14,0
20500449,2222,6,12,0,0,20,4
20500449,2744,4,5,0,0,8,-4
20500448,2045,2,7,0,2,11,-26
20500448,101121,3,3,0,0,7,12
20500451,1899,2,5,2,4,6,-8
20500451,2046,8,16,0,0,24,10
20500441,1503,11,24,2,3,38,12
20500441,2406,7,18,1,2,20,-21
20500442,101121,3,5,0,1,8,-4
20500442,2746,7,12,0,0,17,-4
20500443,255,7,17,0,0,15,-8
20500443,2419,5,14,0,1,12,11
20500444,2399,5,11,0,1,10,-4
20500444,2203,5,12,0,4,16,19
20500445,2751,1,3,0,0,3,-5
20500445,2572,7,15,0,0,21,8
20500447,2594,5,14,3,8,13,6
20500447,978,7,19,3,9,19,-29
20500446,1885,10,17,3,4,25,-12
20500446,1905,5,7,1,2,14,14
20500437,1740,5,15,2,7,12,-21
20500437,101122,2,7,0,1,10,15
20500438,2564,7,12,0,1,16,-3
20500438,213,3,6,0,0,6,1
20500869,2222,5,11,0,0,14,-15
20500869,2046,6,14,0,0,15,14
20500439,101106,3,7,0,0,6,9
20500439,2550,1,7,1,3,3,-6
20500440,2744,3,7,0,0,6,0
20500440,2030,10,15,0,0,24,2
20500436,1905,5,10,2,2,23,-4
20500436,2567,8,10,0,0,19,3
20500435,1749,7,14,0,2,23,1
20500435,2751,2,6,0,1,4,-3
20500434,1887,7,17,3,5,19,-21
20500434,1899,4,5,3,4,11,22
20500431,1477,2,5,1,3,5,-1
20500431,2030,4,13,0,0,11,-1
20500426,2419,2,12,0,2,4,-10
20500426,2544,11,22,2,5,30,5
20500427,2564,5,10,0,0,16,11
20500427,2550,11,24,3,8,25,-9
20500428,2572,8,16,0,1,20,8
20500428,2046,5,12,0,0,13,-3
20500429,2211,3,12,0,4,12,6
20500429,436,5,11,0,0,15,-4
20500430,2594,3,5,2,3,11,6
20500430,1905,5,8,0,0,15,-1
20500432,2203,7,10,5,7,19,4
20500432,2501,4,9,0,0,10,-5
20500433,1718,8,12,0,0,19,13
20500433,101189,4,7,0,0,9,-7
20500422,213,3,5,0,0,7,-11
20500422,101106,2,6,0,0,8,-2
20500425,2203,6,12,1,5,17,1
20500425,2751,2,7,0,2,4,3
20500424,1718,7,18,3,9,22,1
20500424,101128,0,5,0,1,2,1
20500423,2211,7,12,0,1,18,6
20500423,2572,6,17,1,2,13,-17
20500421,2564,5,10,0,0,11,18
20500421,2222,7,12,1,1,15,-1
20500417,1899,2,3,2,3,8,8
20500417,2406,4,15,1,1,19,-10
20500419,2050,6,12,2,5,16,2
20500419,1536,5,15,1,3,23,-1
20500418,1887,9,18,2,6,24,-16
20500418,255,7,12,0,0,17,24
20500420,2746,2,3,0,0,7,-7
20500420,2210,4,7,2,3,21,10
20500414,1899,1,4,0,2,2,-4
20500414,2419,6,13,1,4,13,-2
20500415,2046,3,7,0,0,8,-19
20500415,1477,0,4,0,1,3,20
20500416,1740,9,17,4,10,27,9
20500416,2030,5,10,0,1,11,-3
20500407,101135,0,3,0,0,0,-10
20500407,255,9,15,0,0,26,4
20500411,2594,8,16,5,7,24,-7
20500411,2751,1,4,0,0,2,0
20500409,1503,11,25,4,6,38,1
20500409,2046,5,9,0,0,13,-4
20500412,224,6,10,3,4,17,-2
20500412,1904,8,13,1,3,18,0
20500406,2564,5,14,0,0,12,9
20500406,2406,9,16,0,1,22,-10
20500405,2746,1,2,0,0,4,-12
20500405,101121,3,6,1,2,7,6
20500408,2804,4,9,0,1,10,-18
20500408,2222,3,7,0,1,12,-6
20500413,2570,0,0,0,0,1,-7
20500413,2211,5,13,1,3,17,-5
20500410,1740,4,9,1,2,14,-3
20500410,1887,12,18,3,5,30,20
20500397,2222,5,9,0,1,11,6
20500397,2746,6,13,0,0,13,-13
20500398,2544,12,21,1,5,31,-2
20500398,2210,9,11,2,2,28,6
20500399,2250,5,9,1,2,13,-13
20500399,1899,0,3,0,3,2,7
20500400,2050,5,13,1,2,13,6
20500400,2419,4,9,2,3,18,6
20500401,1905,2,11,0,3,10,15
20500401,1503,6,14,0,1,21,4
20500402,1536,6,12,1,3,13,-4
20500402,1477,1,5,1,4,7,8
20500403,185,15,22,0,0,32,5
20500403,2546,17,30,1,2,45,2
20500404,101128,1,7,1,3,11,15
20500404,1749,9,23,0,5,19,-13
20500394,2751,3,4,0,1,6,-4
20500394,978,7,12,3,7,19,-7
20500392,1536,5,8,2,3,12,-20
20500392,2572,4,15,1,1,12,20
20500395,2570,0,0,0,0,0,9
20500395,2501,7,9,0,0,14,5
20500393,2203,0,3,0,1,2,-14
20500393,1905,6,13,1,2,24,-2
20500389,2736,2,12,0,3,4,-8
20500389,2544,12,25,0,5,32,14
20500391,2564,11,16,0,0,31,18
20500391,1887,12,21,3,5,27,-14
20500390,2215,4,4,0,0,9,16
20500390,2772,2,4,0,0,6,-13
20500388,2250,4,7,0,2,10,-20
20500388,255,10,15,0,0,20,10
20500387,1885,3,9,0,1,9,6
20500387,2406,5,13,1,1,16,5
20500396,2059,2,3,0,0,6,26
20500396,2211,8,12,3,4,21,-11
20500386,1885,5,12,0,5,14,3
20500386,1899,2,6,1,4,8,-3
20500385,1477,4,6,1,1,9,-12
20500385,2419,4,9,1,1,9,15
20500384,2572,8,13,0,0,20,-8
20500384,2501,2,3,0,0,4,-9
20500383,2406,10,20,0,1,26,5
20500383,2592,7,12,3,4,18,5
20500382,436,8,16,0,0,18,-22
20500382,2030,2,7,0,0,5,16
20500381,2050,4,11,0,3,9,3
20500381,1477,3,8,1,3,9,7
20500380,2046,2,5,0,0,7,-6
20500380,101106,6,7,0,0,14,12
20500379,2751,3,5,0,0,6,-6
20500379,1887,8,16,3,6,26,-4
20500378,2804,4,10,0,2,14,-26
20500378,2203,4,8,1,3,13,12
20500377,1536,2,11,0,4,6,-11
20500377,2544,4,16,0,1,14,1
20500376,2399,3,5,1,1,7,-14
20500376,2419,2,8,0,1,4,19
20500375,2210,3,12,1,3,8,2
20500375,1899,3,6,2,5,10,0
20500373,1723,3,7,0,0,15,-3
20500373,2772,1,2,0,0,4,-3
20500372,1885,5,9,1,3,18,16
20500372,255,5,16,0,0,13,-14
20500374,1749,3,11,0,2,9,11
20500374,2222,2,7,0,0,6,-20
20500371,2594,1,4,1,2,3,5
20500371,2746,3,6,0,0,8,1
20500369,2544,12,25,4,6,37,15
20500369,2804,9,14,1,4,21,-5
20500370,2572,5,19,0,2,14,7
20500370,101128,3,7,0,2,9,4
20500368,2407,4,5,0,1,10,2
20500368,2030,4,6,0,0,11,-15
20500367,2050,5,15,3,11,18,9
20500367,436,8,14,0,0,21,-11
20500365,2751,0,3,0,1,4,3
20500365,2203,4,9,2,4,15,7
20500364,1477,3,4,2,2,9,27
20500364,2772,2,3,0,0,4,-5
20500363,2246,9,18,3,6,23,-5
20500363,1548,5,10,0,0,14,-4
20500361,2210,5,10,1,2,18,10
20500361,255,6,12,0,0,16,-14
20500360,2399,3,8,2,2,11,-12
20500360,2594,4,9,4,8,14,13
20500366,2046,1,9,0,0,4,-25
20500366,1887,8,15,2,4,21,22
20500362,2733,5,11,0,0,10,-20
20500362,1536,8,12,3,4,24,20
20500356,1477,3,4,1,2,7,-9
20500356,101106,8,14,0,0,19,6
20500352,1723,0,2,0,0,0,-13
20500352,2544,8,12,1,1,25,20
20500353,2624,3,7,0,0,6,-14
20500353,2210,7,12,0,1,20,10
20500354,2746,2,7,0,0,4,-11
20500354,1899,1,2,1,2,5,29
20500355,2751,0,0,0,0,0,-3
20500355,2419,7,13,0,2,21,12
20500357,2222,7,9,0,0,19,18
20500357,2804,4,10,1,3,11,-8
20500358,1740,6,14,1,4,16,-18
20500358,2564,5,7,0,0,13,2
20500359,1717,8,18,0,3,18,-27
20500359,2567,1,1,0,0,2,5
20500350,2419,10,18,3,5,24,7
20500350,2203,4,10,2,3,10,3
20500351,1712,2,12,0,2,4,-11
20500351,2501,2,4,0,0,10,5
20500349,978,5,16,1,5,13,-5
20500349,2222,7,12,0,2,15,2
20500348,2211,9,20,1,5,27,-4
20500348,1548,5,10,0,0,17,0
20500347,101121,5,8,1,2,11,-2
20500347,255,4,7,0,1,11,2
20500341,2594,9,15,4,7,23,28
20500341,101121,5,9,1,3,11,-19
20500342,2546,9,24,0,2,37,-7
20500342,2746,9,17,0,0,19,10
20500343,2399,1,6,0,4,9,-20
20500343,2210,7,12,0,1,17,33
20500795,1477,1,6,1,1,3,-1
20500795,2046,6,15,0,1,15,5
20500344,1887,11,24,2,6,28,-2
20500344,2572,9,14,0,0,23,1
20500345,2407,3,7,0,0,6,-3
20500345,2751,5,8,1,1,12,4
20500346,436,5,12,0,0,10,8
20500346,2567,1,2,0,0,5,-5
20500340,978,5,14,1,4,13,7
20500340,1477,3,9,1,5,9,0
20500339,1905,2,6,0,2,5,5
20500339,101106,1,3,0,0,2,-11
20500338,1548,2,10,0,0,7,-18
20500338,2804,5,10,4,5,16,31
20500337,2564,5,11,0,0,11,-7
20500337,2034,6,18,0,4,14,-5
20500336,1899,5,8,3,5,13,9
20500336,2544,12,19,2,4,41,9
20500335,2419,6,12,0,0,14,20
20500335,2222,0,0,0,0,0,-5
20500333,1763,2,11,0,0,4,-10
20500333,2624,4,8,0,1,8,2
20500334,1506,4,9,0,1,11,10
20500334,2772,1,3,0,0,7,-14
20500332,2407,1,5,0,0,2,-2
20500332,2567,1,4,0,0,7,9
20500327,2546,6,23,1,4,20,-15
20500327,2210,8,14,0,0,21,21
20500322,2399,0,5,0,3,1,-2
20500322,2050,3,8,1,2,10,-4
20500323,1899,3,9,3,7,9,12
20500323,2594,4,12,3,8,11,-6
20500324,2772,1,4,0,0,6,-3
20500324,2746,2,4,0,0,6,3
20500325,1905,4,12,0,2,11,0
20500325,1506,4,6,4,5,16,5
20500326,101106,6,9,0,0,13,15
20500326,1548,6,12,0,0,14,-5
20500328,2736,5,9,0,0,11,-12
20500328,2419,5,12,1,3,11,14
20500329,2564,3,9,0,0,9,7
20500329,2046,4,13,0,0,9,-7
20500330,2730,5,11,0,0,10,-9
20500330,2572,9,14,2,4,24,6
20500331,1740,12,19,6,8,37,9
20500331,2751,8,12,1,3,19,22
20500321,1763,1,2,0,0,2,0
20500321,2501,6,8,0,0,13,-2
20500320,1477,5,8,2,3,12,-3
20500320,1887,8,16,0,2,23,1
20500319,2546,8,23,0,1,23,-20
20500319,2544,11,18,1,4,26,16
20500314,977,10,17,2,4,27,22
20500314,2034,8,16,2,7,21,-16
20500307,2804,2,3,0,1,12,-11
20500307,2050,2,11,2,8,10,-15
20500308,2746,2,4,0,0,8,6
20500308,2594,3,9,2,5,10,3
20500309,1536,5,20,2,7,18,-6
20500309,1548,9,12,0,0,22,5
20500310,2774,3,8,0,1,6,5
20500310,2210,7,15,0,1,25,-8
20500311,255,2,5,1,1,7,-2
20500311,2772,5,9,0,0,10,-9
20500313,2617,3,10,0,0,7,1
20500313,101106,3,5,0,0,6,-15
20500312,978,4,9,2,5,10,-19
20500312,2419,6,10,1,1,13,22
20500315,1882,8,15,0,0,22,-18
20500315,2046,6,14,0,0,15,10
20500316,2564,7,19,0,0,14,-2
20500316,1717,12,24,0,2,29,2
20500317,2751,1,4,0,0,2,-11
20500317,1905,7,17,1,2,21,9
20500318,436,0,4,0,0,0,-10
20500318,2211,5,15,3,10,19,-8
20500306,2399,5,9,1,3,16,1
20500306,2501,5,10,0,0,13,4
20500303,978,4,12,1,2,14,1
20500303,1887,9,20,2,4,25,8
20500304,2617,4,7,0,0,10,0
20500304,2804,1,5,1,2,5,-3
20500300,2210,4,7,0,0,13,-14
20500300,1712,5,12,1,1,12,13
20500302,2030,6,14,0,0,13,0
20500302,2774,5,8,0,1,10,-2
20500301,2746,3,6,0,0,12,1
20500301,2544,13,23,3,6,39,-4
20500305,2624,2,8,0,0,6,-6
20500305,1477,3,8,1,2,7,0
20500295,1887,8,14,4,9,23,-2
20500295,2594,5,8,2,3,13,-4
20500296,101106,2,4,0,0,4,16
20500296,101112,14,18,0,0,30,-8
20500297,1885,5,9,0,0,15,2
20500297,2572,2,3,0,0,4,2
20500298,2419,5,12,0,1,10,-12
20500298,1905,9,16,1,2,22,18
20500299,2046,10,15,0,0,22,2
20500299,2564,3,6,0,0,8,-18
20500294,1763,3,6,0,0,6,-4
20500294,2751,2,6,0,0,6,-5
20500292,2419,3,12,0,1,9,5
20500292,2624,3,6,0,0,6,-12
20500293,2046,2,8,0,0,5,-14
20500293,978,8,15,6,9,23,14
20500291,1712,3,17,0,3,6,1
20500291,1899,1,7,1,5,5,-2
20500285,2203,4,8,3,3,13,-11
20500285,1536,7,16,1,5,16,1
20500289,949,6,9,0,1,17,18
20500289,2501,2,2,0,0,5,-18
20500288,1548,2,5,0,0,4,-10
20500288,1717,7,20,0,1,24,10
20500287,2400,2,5,0,0,7,-9
20500287,101106,9,14,0,1,21,15
20500286,1885,7,13,0,1,16,-10
20500286,1887,10,15,2,2,25,15
20500281,1477,4,6,3,4,13,-9
20500281,2746,3,8,0,0,7,-7
20500284,2050,4,14,1,5,12,9
20500284,2222,5,14,0,0,13,5
20500283,2594,10,11,5,6,25,12
20500283,2210,8,15,2,4,26,-8
20500282,2546,7,14,0,1,23,-9
20500282,2045,2,4,1,3,7,-2
20500280,2804,4,10,1,4,13,12
20500280,1712,5,15,1,3,16,0
20500290,2564,3,11,0,2,7,-6
20500290,2624,2,6,0,0,4,10
20500274,1885,8,11,2,2,19,14
20500274,2804,2,7,0,2,4,-8
20500279,739,8,16,0,3,22,5
20500279,2211,3,7,0,2,8,-7
20500277,2772,2,3,0,0,5,-4
20500277,2564,4,10,0,1,10,6
20500276,1740,10,16,3,5,26,13
20500276,1723,6,12,0,1,16,-23
20500275,1718,7,17,1,2,24,-11
20500275,1477,4,11,1,3,9,11
20500272,2210,8,9,0,0,18,8
20500272,2544,11,26,0,4,32,-4
20500271,2546,13,30,1,2,40,10
20500271,1899,2,6,1,4,6,-3
